,Year_0,row_id,ukrse3_0,skill2_0
0,2022,2022_0,,project management
1,2022,2022_1,university,Monoidal GUI construction
2,2022,2022_1,job,Monoidal GUI construction
3,2022,2022_1,self-taught,Monoidal GUI construction
4,2022,2022_1,university,Monad Transformers
5,2022,2022_1,job,Monad Transformers
6,2022,2022_1,self-taught,Monad Transformers
7,2022,2022_1,university,Team leadership
8,2022,2022_1,job,Team leadership
9,2022,2022_1,self-taught,Team leadership
10,2022,2022_2,self-taught,
11,2022,2022_3,écolé d'ingénieur,
14,2022,2022_6,university,best practices
15,2022,2022_6,university,updates on new technologies
16,2022,2022_6,university,containerization
17,2022,2022_7,university,
18,2022,2022_8,self-taught,having a time machine
19,2022,2022_8,self-taught,machine learning skills 
21,2022,2022_10,university,
23,2022,2022_12,self-taught,Learn more programming languages (esp. Julia and Python).
24,2022,2022_13,university,Software and project management in academia
25,2022,2022_13,university,Software and project management in academia
26,2022,2022_13,postdoc,Software and project management in academia
27,2022,2022_13,job,Software and project management in academia
28,2022,2022_13,university,requirements engineering in research
29,2022,2022_13,university,requirements engineering in research
30,2022,2022_13,postdoc,requirements engineering in research
31,2022,2022_13,job,requirements engineering in research
32,2022,2022_13,university,Grant writing
33,2022,2022_13,university,Grant writing
34,2022,2022_13,postdoc,Grant writing
35,2022,2022_13,job,Grant writing
36,2022,2022_14,university,Training skills
37,2022,2022_14,university,research methods
38,2022,2022_15,university,Management
39,2022,2022_15,self-taught,Management
40,2022,2022_15,job,Management
41,2022,2022_15,university,technical writing
42,2022,2022_15,self-taught,technical writing
43,2022,2022_15,job,technical writing
44,2022,2022_15,university,software architecture
45,2022,2022_15,self-taught,software architecture
46,2022,2022_15,job,software architecture
47,2022,2022_16,learn as you go,low level language (C
48,2022,2022_16,learn as you go,C++)
49,2022,2022_16,no formal training,low level language (C
50,2022,2022_16,no formal training,C++)
51,2022,2022_16,learn as you go,management (project
52,2022,2022_16,no formal training,management (project
53,2022,2022_16,learn as you go,software
54,2022,2022_16,no formal training,software
55,2022,2022_16,learn as you go,people)
56,2022,2022_16,no formal training,people)
57,2022,2022_17,university,
58,2022,2022_17,job,
59,2022,2022_17,university,
60,2022,2022_17,job,
61,2022,2022_18,job,writing papers and applying for research funding
62,2022,2022_19,,Automatización de tareas
63,2022,2022_19,,testing
64,2022,2022_19,,review de código
67,2022,2022_22,job,User interface design
68,2022,2022_22,job,requirements engineering
69,2022,2022_22,job,project management
70,2022,2022_23,university,
71,2022,2022_23,university,
72,2022,2022_24,job,None really... my general research skills need more developmente that my software skills at this point.
73,2022,2022_25,self-taught,people managment
74,2022,2022_25,self-taught,time management
75,2022,2022_26,job,
76,2022,2022_27,job,how to secure funding
77,2022,2022_27,job,how to secure funding
78,2022,2022_27,job,how to secure funding
79,2022,2022_28,job,Time estimation
80,2022,2022_28,job,preparing grants
81,2022,2022_28,job,HPC
82,2022,2022_29,university,testing
83,2022,2022_29,self-taught,testing
84,2022,2022_29,university,documentation system
85,2022,2022_29,self-taught,documentation system
86,2022,2022_29,university,packaging
87,2022,2022_29,self-taught,packaging
88,2022,2022_30,university,data science
89,2022,2022_30,university,project management
90,2022,2022_30,university,automated testing
92,2022,2022_32,self-taught,more domain knowledge
93,2022,2022_33,self-taught,High-performance computing software development
94,2022,2022_33,self-taught,getting funding
95,2022,2022_33,self-taught,front-end development
97,2022,2022_35,self-taught,Cloud development
98,2022,2022_35,self-taught,software design patterns
99,2022,2022_35,self-taught,open-source collaboration
102,2022,2022_38,i had skills they needed.  no formal skills specifically for research.,none
103,2022,2022_38,i had skills they needed.  no formal skills specifically for research.,none
104,2022,2022_38,i had skills they needed.  no formal skills specifically for research.,none
106,2022,2022_40,self-taught,Java & C++ programmer
107,2022,2022_41,self-taught,sustainability of existing projects
108,2022,2022_41,self-taught,learning about accessibility and how to develop accessible software
109,2022,2022_41,self-taught,making software releases (GitHub versions
110,2022,2022_41,self-taught,PyPi
111,2022,2022_41,self-taught,conda etc)
112,2022,2022_42,self-taught,Javascript
113,2022,2022_42,self-taught,compiled languages (C++
114,2022,2022_42,self-taught,C#)
115,2022,2022_42,self-taught,community building
116,2022,2022_43,job,
117,2022,2022_43,self-taught,
118,2022,2022_44,university,testing
119,2022,2022_44,university,documentation and general organization
120,2022,2022_45,self-taught,GPU computing
121,2022,2022_45,self-taught,management skills for software projects
122,2022,2022_45,self-taught,defining terms and scopes for software projects
123,2022,2022_46,self-taught,Statistics cloud machine-learning
124,2022,2022_47,in the wild,HPC development
125,2022,2022_47,in the wild,leadership
126,2022,2022_48,self-taught,Get better at C
127,2022,2022_48,university,Get better at C
128,2022,2022_48,self-taught,Learn Rust
129,2022,2022_48,university,Learn Rust
130,2022,2022_48,self-taught,Earn AWS certification
131,2022,2022_48,university,Earn AWS certification
132,2022,2022_49,university,testing (other than unit tests)
133,2022,2022_49,university,more technical languages
134,2022,2022_49,university,distributed computing
136,2022,2022_51,university,project management
137,2022,2022_51,postdoc,project management
138,2022,2022_51,university,continuing education on new language
139,2022,2022_51,university,library features
140,2022,2022_51,postdoc,continuing education on new language
141,2022,2022_51,postdoc,library features
142,2022,2022_52,job,onboarding new contributors
143,2022,2022_52,self-taught,onboarding new contributors
144,2022,2022_52,job,how to design software architecture
145,2022,2022_52,self-taught,how to design software architecture
146,2022,2022_52,job,how to coordinate development of a mostly volunteer-developed research software project
147,2022,2022_52,self-taught,how to coordinate development of a mostly volunteer-developed research software project
148,2022,2022_53,self-taught,managing small projects
149,2022,2022_53,job,managing small projects
150,2022,2022_53,self-taught,managing small projects
151,2022,2022_53,self-taught,code maintaince
152,2022,2022_53,job,code maintaince
153,2022,2022_53,self-taught,code maintaince
154,2022,2022_53,self-taught,understanding research vs production software
155,2022,2022_53,job,understanding research vs production software
156,2022,2022_53,self-taught,understanding research vs production software
157,2022,2022_54,university,training to develop the basic skills necessary to manage a research project
158,2022,2022_54,job,training to develop the basic skills necessary to manage a research project
159,2022,2022_54,developing domain-specific software for new aerospace applications in a commercial setting,training to develop the basic skills necessary to manage a research project
160,2022,2022_54,university,training to develop the basic skills necessary to manage a research project
161,2022,2022_54,university,A refresher course on writing papers for conference and publication
162,2022,2022_54,job,A refresher course on writing papers for conference and publication
163,2022,2022_54,developing domain-specific software for new aerospace applications in a commercial setting,A refresher course on writing papers for conference and publication
164,2022,2022_54,university,A refresher course on writing papers for conference and publication
165,2022,2022_54,university,Developing module-level tests that meet the specific needs of scientific software research and development
166,2022,2022_54,job,Developing module-level tests that meet the specific needs of scientific software research and development
167,2022,2022_54,developing domain-specific software for new aerospace applications in a commercial setting,Developing module-level tests that meet the specific needs of scientific software research and development
168,2022,2022_54,university,Developing module-level tests that meet the specific needs of scientific software research and development
169,2022,2022_55,training a long time ago,
170,2022,2022_55,informal practice sharing more recently,
171,2022,2022_56,self-taught,best practices for open source communities
172,2022,2022_56,self-taught,
173,2022,2022_57,self-taught,
176,2022,2022_60,self-taught,web technology
177,2022,2022_60,self-taught,writing
178,2022,2022_60,self-taught,grant submission
179,2022,2022_61,selbststudium,Dokumentation schreiben
180,2022,2022_61,selbststudium,meta programming
181,2022,2022_61,selbststudium,Projektmanagement
182,2022,2022_62,job,How to talk to academics about schedules and project management
183,2022,2022_62,job,How to talk to academics about schedules and project management
184,2022,2022_62,excellent courseras on python and epidemiology,How to talk to academics about schedules and project management
185,2022,2022_62,job,R development for HPC 
186,2022,2022_62,job,cloud
187,2022,2022_62,job,R development for HPC 
188,2022,2022_62,job,cloud
189,2022,2022_62,excellent courseras on python and epidemiology,R development for HPC 
190,2022,2022_62,excellent courseras on python and epidemiology,cloud
191,2022,2022_62,job,testing academic software
192,2022,2022_62,job,testing academic software
193,2022,2022_62,excellent courseras on python and epidemiology,testing academic software
194,2022,2022_63,i learned basic programming in high school,
195,2022,2022_63,university,
196,2022,2022_64,self-taught,technical writing
197,2022,2022_64,self-taught,algorithms
198,2022,2022_64,self-taught,fundamentals
199,2022,2022_65,university,
200,2022,2022_65,job,
201,2022,2022_66,university,Docker
202,2022,2022_66,conferences,Docker
203,2022,2022_66,job,Docker
204,2022,2022_66,university,Javascript testing
205,2022,2022_66,conferences,Javascript testing
206,2022,2022_66,job,Javascript testing
207,2022,2022_66,university,continuous integration
208,2022,2022_66,conferences,continuous integration
209,2022,2022_66,job,continuous integration
210,2022,2022_67,self-taught,Some software engineering skills. Master level applied maths. HPC as well
213,2022,2022_70,self-taught,
214,2022,2022_71,job,How to write paper on software
215,2022,2022_71,job,How to communicate and gain visibility
216,2022,2022_71,job,how to become a better leader.
217,2022,2022_72,job,Mentoring
218,2022,2022_72,job,Requirements gathering
219,2022,2022_72,job,Estimation
220,2022,2022_73,university,time management
221,2022,2022_73,job,time management
222,2022,2022_73,spare time,time management
223,2022,2022_73,courses,time management
224,2022,2022_73,peers,time management
225,2022,2022_73,self-taught,time management
226,2022,2022_74,self-taught,Project management
227,2022,2022_74,self-taught,Software testing
228,2022,2022_74,self-taught,Deployment
229,2022,2022_75,job,Cloud skills that are certified
230,2022,2022_75,job,project management skills that are certified
231,2022,2022_75,job,I need opportunities more than I need skills.
232,2022,2022_76,university,project management
233,2022,2022_76,university,object-oriented design
234,2022,2022_76,university,technical writing
237,2022,2022_79,university,algorithm development (for absolute non-mathematicians)
238,2022,2022_79,self-taught,algorithm development (for absolute non-mathematicians)
239,2022,2022_79,university,optimisation skills
240,2022,2022_79,self-taught,optimisation skills
243,2022,2022_82,osmosis mostly,time management
244,2022,2022_82,osmosis mostly,cloud-HPC integration
245,2022,2022_82,osmosis mostly,cloud and container use
247,2022,2022_84,self-taught,
249,2022,2022_86,a lifetime of tinkering with programming,Code runtime optimisation
250,2022,2022_86,a lifetime of tinkering with programming,solid API definition (inter-process and inter-machine)
251,2022,2022_86,a lifetime of tinkering with programming,micro-service development patterns
252,2022,2022_87,self-taught,Production development
253,2022,2022_87,self-taught,scalability
254,2022,2022_87,self-taught,collaboration guidelines 
255,2022,2022_88,self-taught,
256,2022,2022_89,job,Consulting
257,2022,2022_89,and in software carpentry and coderefinery courses.,Consulting
258,2022,2022_89,job,UI development
259,2022,2022_89,and in software carpentry and coderefinery courses.,UI development
260,2022,2022_89,job,some specific languages
261,2022,2022_89,and in software carpentry and coderefinery courses.,some specific languages
262,2022,2022_90,university,project management
263,2022,2022_90,self-taught,project management
264,2022,2022_90,university,testing methods
265,2022,2022_90,self-taught,testing methods
266,2022,2022_90,university,standard-setting
267,2022,2022_90,self-taught,standard-setting
268,2022,2022_91,job,
269,2022,2022_92,self-taught,CI
270,2022,2022_92,self-taught,CD
271,2022,2022_92,seminars,CI
272,2022,2022_92,seminars,CD
273,2022,2022_92,conferences,CI
274,2022,2022_92,conferences,CD
275,2022,2022_92,job,CI
276,2022,2022_92,job,CD
277,2022,2022_92,job,CI
278,2022,2022_92,job,CD
279,2022,2022_92,self-taught,CI
280,2022,2022_92,self-taught,CD
281,2022,2022_92,podcasts,CI
282,2022,2022_92,podcasts,CD
283,2022,2022_92,papers,CI
284,2022,2022_92,papers,CD
285,2022,2022_92,self-taught,infrastructure containerisation
286,2022,2022_92,seminars,infrastructure containerisation
287,2022,2022_92,conferences,infrastructure containerisation
288,2022,2022_92,job,infrastructure containerisation
289,2022,2022_92,job,infrastructure containerisation
290,2022,2022_92,self-taught,infrastructure containerisation
291,2022,2022_92,podcasts,infrastructure containerisation
292,2022,2022_92,papers,infrastructure containerisation
293,2022,2022_93,hacking,databases
294,2022,2022_93,reading,databases
295,2022,2022_93,disassembling etc.,databases
296,2022,2022_93,hacking,reliable development of parallel software
297,2022,2022_93,reading,reliable development of parallel software
298,2022,2022_93,disassembling etc.,reliable development of parallel software
299,2022,2022_93,hacking,vi
300,2022,2022_93,reading,vi
301,2022,2022_93,disassembling etc.,vi
302,2022,2022_94,self-taught,Unit testing
304,2022,2022_96,self-taught,CD
305,2022,2022_96,self-taught,CI
306,2022,2022_96,self-taught,containers
307,2022,2022_97,job,
308,2022,2022_98,practice,Testing. Negotiation. Sfotware team management
309,2022,2022_99,self-taught,
310,2022,2022_100,job,
311,2022,2022_101,self-taught,Understanding version control
312,2022,2022_101,self-taught,best way to structure code
313,2022,2022_101,self-taught,how to reply code for researchers in a robust way
315,2022,2022_103,as a sysadmin in research institutions,Software development effort estimating
316,2022,2022_103,as a sysadmin in research institutions,Portfolio management
317,2022,2022_103,as a sysadmin in research institutions,Growing a team from small to medium
318,2022,2022_104,self-taught,"Domain driven design in Django,Advanced Django best practices,UX design for research software"
319,2022,2022_104,documentation,"Domain driven design in Django,Advanced Django best practices,UX design for research software"
320,2022,2022_104,articles on the web and stackoverflow,"Domain driven design in Django,Advanced Django best practices,UX design for research software"
322,2022,2022_106,lernen durch tun,gitlab-ci
323,2022,2022_106,lernen durch tun,cd
324,2022,2022_106,lernen durch tun,Julia
325,2022,2022_106,lernen durch tun,Projektmanagement
326,2022,2022_107,job,
327,2022,2022_108,university,Project management
328,2022,2022_108,university,people management
329,2022,2022_109,not sure,Rust
330,2022,2022_109,not sure,management
331,2022,2022_109,not sure,fpga
332,2022,2022_110,university,management
333,2022,2022_110,university,supervivion of masters and PhD students
334,2022,2022_110,although i learned programming a long time before that,management
335,2022,2022_110,although i learned programming a long time before that,supervivion of masters and PhD students
336,2022,2022_110,university,how to go about applying for grants etc
337,2022,2022_110,although i learned programming a long time before that,how to go about applying for grants etc
338,2022,2022_110,university,use of GPUs
339,2022,2022_110,although i learned programming a long time before that,use of GPUs
340,2022,2022_111,job,Parallel programming
341,2022,2022_111,job,continuous testing
342,2022,2022_111,job,"integration,Machine learning"
343,2022,2022_112,job,
344,2022,2022_112,university,
346,2022,2022_114,self-taught,numerical methods
347,2022,2022_114,self-taught,automatic differentiation
348,2022,2022_114,self-taught,parallel programming
351,2022,2022_117,self-taught,Effective context switching
352,2022,2022_117,self-taught,Effective context switching
353,2022,2022_117,job,Effective context switching
354,2022,2022_117,university,Effective context switching
355,2022,2022_117,self-taught,low-level languages
356,2022,2022_117,self-taught,low-level languages
357,2022,2022_117,job,low-level languages
358,2022,2022_117,university,low-level languages
359,2022,2022_117,self-taught,leadership
360,2022,2022_117,self-taught,leadership
361,2022,2022_117,job,leadership
362,2022,2022_117,university,leadership
367,2022,2022_122,university,Identity and Access Management
368,2022,2022_122,as it was really needed by the group.,Identity and Access Management
369,2022,2022_122,university,Container Orchestration
370,2022,2022_122,as it was really needed by the group.,Container Orchestration
371,2022,2022_122,university,GitOps
372,2022,2022_122,as it was really needed by the group.,GitOps
373,2022,2022_123,university,Project management
374,2022,2022_123,university,Project management
375,2022,2022_123,university,Project management
376,2022,2022_123,university,support to help optimize software architecture
377,2022,2022_123,university,support to help optimize software architecture
378,2022,2022_123,university,support to help optimize software architecture
379,2022,2022_123,university,recognition
380,2022,2022_123,university,recognition
381,2022,2022_123,university,recognition
383,2022,2022_125,university,
384,2022,2022_125,job,
387,2022,2022_128,hackathon,negotiate for jobs in a discipline that doesn't value software
388,2022,2022_128,self-taught,negotiate for jobs in a discipline that doesn't value software
389,2022,2022_129,university,
392,2022,2022_132,job,Certified Kubernetes Applicaton developer
393,2022,2022_132,job,OpenStack
394,2022,2022_132,job,Canonical cloud
395,2022,2022_133,university,webserver development
396,2022,2022_133,university,general web-service practices
397,2022,2022_134,self-taught,effective engineering for HPC environments (optimizing for HPC filesystems
398,2022,2022_134,job,effective engineering for HPC environments (optimizing for HPC filesystems
399,2022,2022_134,self-taught,trade-offs with shared object libraries
400,2022,2022_134,job,trade-offs with shared object libraries
401,2022,2022_134,self-taught,simplifying packaging and deployment without compromising performance optimizations)
402,2022,2022_134,self-taught,building effective collaborations across research groups
403,2022,2022_134,self-taught,setting realistic timelines
404,2022,2022_134,job,simplifying packaging and deployment without compromising performance optimizations)
405,2022,2022_134,job,building effective collaborations across research groups
406,2022,2022_134,job,setting realistic timelines
407,2022,2022_135,sur le tas,
408,2022,2022_136,autoformation,
409,2022,2022_137,cursus académique pour le contexte de recherche,Développer à plusieurs
410,2022,2022_137,et auto-formation pour la technique informatique.,Développer à plusieurs
411,2022,2022_137,cursus académique pour le contexte de recherche,Scrum solitaire
412,2022,2022_137,et auto-formation pour la technique informatique.,Scrum solitaire
413,2022,2022_137,cursus académique pour le contexte de recherche,Travailler de façon asynchrone sur des projets parallèles.
414,2022,2022_137,et auto-formation pour la technique informatique.,Travailler de façon asynchrone sur des projets parallèles.
415,2022,2022_138,études,
416,2022,2022_138,autoformation,
417,2022,2022_139,while pursuing a research career out of interest in technology ,
418,2022,2022_140,learning by doing,community management
419,2022,2022_140,university,community management
420,2022,2022_140,learning by doing,technical writing
421,2022,2022_140,university,technical writing
422,2022,2022_140,learning by doing,HPC programming
423,2022,2022_140,university,HPC programming
425,2022,2022_142,par moi même,intégration continue
426,2022,2022_142,et en enseignant,intégration continue
427,2022,2022_142,par moi même,application de la théorie des catégories  à la programmation fonctionnelle
428,2022,2022_142,et en enseignant,application de la théorie des catégories  à la programmation fonctionnelle
429,2022,2022_143,formation diplomante de base,BIO-INFORMATIQUE
430,2022,2022_143,formation diplomante de base,GENETIQUE
431,2022,2022_143,formation diplomante de base,"DEV ANDROID,"
432,2022,2022_144,auto formation,test unitaires
433,2022,2022_144,formation continue,test unitaires
434,2022,2022_144,auto formation,calcul parallèle
435,2022,2022_144,formation continue,calcul parallèle
436,2022,2022_145,formation initiale,Docker
437,2022,2022_145,stages de formation permanente,Docker
438,2022,2022_145,moocs,Docker
439,2022,2022_145,autoformation ,Docker
440,2022,2022_145,formation initiale,GuiX
441,2022,2022_145,stages de formation permanente,GuiX
442,2022,2022_145,moocs,GuiX
443,2022,2022_145,autoformation ,GuiX
444,2022,2022_145,formation initiale,Intégration continue
445,2022,2022_145,stages de formation permanente,Intégration continue
446,2022,2022_145,moocs,Intégration continue
447,2022,2022_145,autoformation ,Intégration continue
450,2022,2022_148,formation apres la these,"design pattern,"
451,2022,2022_149,auto-formation,GUI
452,2022,2022_149,formation continue,GUI
453,2022,2022_149,auto-formation,gestion Unix
454,2022,2022_149,formation continue,gestion Unix
455,2022,2022_150,formation initiale (doctorat en informatique) puis auto-formation,
456,2022,2022_151,university,DevOps
457,2022,2022_151,university,SYCL
459,2022,2022_153,seul + formation,Deep learning
460,2022,2022_153,seul + formation,Python
461,2022,2022_153,seul + formation,LabView
462,2022,2022_154,university,Management
463,2022,2022_154,university,dissemenation
464,2022,2022_155,sur le tas,Autres langages de programmation
465,2022,2022_155,sur le tas,gestion de projet
466,2022,2022_155,sur le tas,algorithmique
467,2022,2022_156,self-taught,
468,2022,2022_157,university,
469,2022,2022_158,by doing and helping colleagues,delegate work
470,2022,2022_159,self-taught,Testing
471,2022,2022_159,self-taught,Metodologias de desarrollo
472,2022,2022_159,self-taught,Organización de código
475,2022,2022_162,self-taught,
476,2022,2022_163,auto-formation,developpement de compilateurs pour la recherche
477,2022,2022_163,thèse,developpement de compilateurs pour la recherche
479,2022,2022_165,par expérience et documentation personnelle,devops
480,2022,2022_165,par expérience et documentation personnelle,gestion de projet
481,2022,2022_165,par expérience et documentation personnelle,programmation web
483,2022,2022_167,job,maths to support domain knowledge (numerical linear algebra
484,2022,2022_167,job,PDEs)
485,2022,2022_167,job,maths to support domain knowledge (numerical linear algebra
486,2022,2022_167,job,PDEs)
487,2022,2022_167,university,maths to support domain knowledge (numerical linear algebra
488,2022,2022_167,university,PDEs)
489,2022,2022_167,self-taught,maths to support domain knowledge (numerical linear algebra
490,2022,2022_167,self-taught,PDEs)
491,2022,2022_167,reading,maths to support domain knowledge (numerical linear algebra
492,2022,2022_167,reading,PDEs)
493,2022,2022_167,job,verbal and visual presentation and communication
494,2022,2022_167,job,engagement skills
495,2022,2022_167,job,verbal and visual presentation and communication
496,2022,2022_167,job,engagement skills
497,2022,2022_167,university,verbal and visual presentation and communication
498,2022,2022_167,university,engagement skills
499,2022,2022_167,self-taught,verbal and visual presentation and communication
500,2022,2022_167,self-taught,engagement skills
501,2022,2022_167,reading,verbal and visual presentation and communication
502,2022,2022_167,reading,engagement skills
503,2022,2022_168,selbst-studium,effektives Recruiting von RSE-Fachkräften
504,2022,2022_168,job,effektives Recruiting von RSE-Fachkräften
505,2022,2022_168,self-taught,effektives Recruiting von RSE-Fachkräften
506,2022,2022_168,selbst-studium,Leitung einer (evtl. verteilten) Entwickler:innen-Gruppe
507,2022,2022_168,job,Leitung einer (evtl. verteilten) Entwickler:innen-Gruppe
508,2022,2022_168,self-taught,Leitung einer (evtl. verteilten) Entwickler:innen-Gruppe
509,2022,2022_168,selbst-studium,CI at scale
510,2022,2022_168,job,CI at scale
